,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Height,Weight,foot,Growth,Value,Wage,Release Clause
14120,G. Yow,17,53,United States,DC United,54,LM,LM RM,73,67,134lbs,Right,20,120000.0,500.0,300000.0
14121,M. Akçay,22,63,Turkey,MKE Ankaragücü,65,ST,ST,73,72,174lbs,Left,10,600000.0,5000.0,1300000.0
14122,R. Quirynen,18,62,Belgium,Royal Excel Mouscron,63,RM,LB RB,78,72,154lbs,Right,16,575000.0,550.0,0.0
14123,N. Nöstlinger,22,60,Belgium,RKC Waalwijk,62,CAM,CAM CM,69,72,161lbs,Right,9,325000.0,1000.0,536000.0
14124,D. Valdez,26,69,Paraguay,Sol de América,70,CDM,CDM CM LM,73,71,163lbs,Left,4,1200000.0,500.0,2700000.0
14125,J. Escobar,24,72,Paraguay,Paraguay,73,CB,RB CB,76,70,168lbs,Right,4,3600000.0,31000.0,6400000.0
14126,R. Cordano,21,68,Bolivia,Bolivia,68,GK,GK,76,73,163lbs,Right,8,1000000.0,500.0,2400000.0
14127,S. Torres,29,64,Bolivia,Bolivia,64,RB,RB,64,71,150lbs,Right,0,0.0,0.0,0.0
14128,A. Jusino,27,64,Bolivia,Bolivia,65,CB,CB CDM,65,73,194lbs,Right,1,450000.0,500.0,1000000.0
14129,R. Vaca,21,67,Bolivia,Bolivia,68,RM,RM LM CAM,80,69,134lbs,Right,13,0.0,0.0,0.0
14130,D. Merola,20,58,Italy,Empoli,60,ST,ST CF LW,74,71,168lbs,Left,16,275000.0,650.0,598000.0
14131,S. Esposito,17,66,Italy,SPAL,68,ST,ST,86,73,165lbs,Right,20,1300000.0,2000.0,3600000.0
14132,I. Șerban,24,57,Romania,Dinamo Bucureşti,58,CDM,CDM,64,70,161lbs,Right,7,130000.0,1000.0,202000.0
14133,C. Măgureanu,20,53,Romania,Dinamo Bucureşti,55,ST,ST,68,71,163lbs,Right,15,130000.0,950.0,257000.0
14134,M. Căpățînă,24,66,Romania,FC Voluntari,69,RM,CAM CM,72,72,168lbs,Right,6,875000.0,2000.0,1400000.0
14135,I. Gheorghe,20,67,Romania,FC Voluntari,69,RM,RW LM CAM,81,67,139lbs,Right,14,1700000.0,3000.0,3400000.0
14136,S. Bouzian,19,59,Belgium,KV Mechelen,59,GK,GK,70,72,174lbs,Right,11,210000.0,750.0,357000.0
14137,S. Moreno,20,60,Colombia,América de Cali,61,RM,LM LW RM,77,71,161lbs,Right,17,450000.0,500.0,911000.0
14138,W. Togui,23,67,Ivory Coast,KV Mechelen,69,ST,ST,71,71,179lbs,Right,4,1000000.0,5000.0,1600000.0
14139,G. Deac,25,61,Romania,FC Argeș,63,RM,RW RM,64,72,154lbs,Right,3,325000.0,2000.0,463000.0
14140,G. Simion,22,66,Romania,FCSB (Steaua),69,CDM,CDM CM,78,70,165lbs,Right,12,1100000.0,4000.0,1800000.0
14141,M. Williamsen,16,49,Norway,Kristiansund BK,51,CB,CB,73,73,157lbs,Right,24,60000.0,500.0,135000.0
14142,V. Crețu,31,70,Romania,FCSB (Steaua),70,RB,RB,70,69,157lbs,Right,0,1300000.0,9000.0,1800000.0
14143,D. Olaru,22,68,Romania,FCSB (Steaua),72,CAM,CM CAM RW,79,70,157lbs,Left,11,1500000.0,6000.0,2400000.0
14144,C. Căbuz,24,68,Romania,FC Viitorul,68,GK,GK,74,72,176lbs,Right,6,925000.0,3000.0,1400000.0
14145,R. Dâlbea,38,64,Romania,FC Hermannstadt,64,CDM,CDM,64,72,176lbs,Right,0,100000.0,2000.0,135000.0
14146,A. Miron,26,68,Romania,FCSB (Steaua),70,CB,CB,72,73,187lbs,Right,4,1000000.0,6000.0,1500000.0
14147,A. Burcă,27,70,Romania,Romania,72,CB,CB,73,74,181lbs,Right,3,1900000.0,8000.0,2800000.0
14148,A. Chindriș,21,67,Romania,FC Botoşani,69,CB,CB,78,75,187lbs,Right,11,1200000.0,3000.0,1900000.0
14149,A. Pițian,24,62,Romania,Chindia Târgovişte,64,CB,CB,66,76,196lbs,Right,4,350000.0,1000.0,499000.0
14150,A. Patache,32,64,Romania,FC Botoşani,64,RB,RB,64,69,163lbs,Right,0,275000.0,3000.0,371000.0
14151,M. Diakité,20,55,Mali,FC Botoşani,56,RM,CM CDM,68,70,159lbs,Right,13,150000.0,2000.0,296000.0
14152,R. Andronic,20,58,Romania,Academica Clinceni,60,ST,ST RM,72,70,170lbs,Right,14,275000.0,900.0,0.0
14153,A. Vlad,21,66,Romania,FCSB (Steaua),66,GK,GK,77,75,187lbs,Right,11,900000.0,2000.0,1400000.0
14154,I. Cristea,25,69,Romania,FCSB (Steaua),71,CB,CB CDM,74,72,170lbs,Right,5,1200000.0,7000.0,1800000.0
14155,M. Leca,28,63,Romania,FC Argeș,64,CB,CB,64,76,183lbs,Right,1,350000.0,2000.0,499000.0
14156,A. Rus,24,65,Romania,Romania,67,CB,CB CDM,72,72,168lbs,Right,7,0.0,0.0,0.0
14157,F. Ștefan,24,69,Romania,Romania,69,LB,LB LM,74,72,154lbs,Left,5,1200000.0,4000.0,1700000.0
14158,C. Petrila,19,61,Romania,CFR Cluj,62,CAM,LW RW,78,69,148lbs,Right,17,550000.0,2000.0,1100000.0
14159,R. Fernández,20,62,Bolivia,Bolivia,62,LB,LB,76,68,161lbs,Left,14,625000.0,500.0,1700000.0
14160,S. Arzamendia,22,69,Paraguay,Paraguay,70,LWB,LB,79,68,152lbs,Left,10,0.0,0.0,0.0
14161,V. Mihăilă,20,70,Romania,Universitatea Craiova,73,RM,LW,82,71,143lbs,Right,12,3200000.0,6000.0,5000000.0
14162,O. Opsahl,18,55,Norway,Vålerenga Fotball,55,LB,LB,71,68,148lbs,Left,16,150000.0,500.0,281000.0
14163,Moha,20,68,Morocco,CD Numancia,69,RM,LM RM,83,71,165lbs,Right,15,2000000.0,4000.0,4400000.0
14164,Javi Navarro,23,66,Spain,Albacete BP,67,RM,LM LW,75,72,152lbs,Right,9,1000000.0,2000.0,0.0
14165,I. Panțîru,24,70,Romania,FCSB (Steaua),70,LB,LB,76,70,163lbs,Left,6,2200000.0,8000.0,3500000.0
14166,A. Sin,28,67,Romania,Dinamo Bucureşti,67,LB,LB,67,70,163lbs,Left,0,650000.0,3000.0,878000.0
14167,D. Lazar,28,70,Romania,Romania,70,GK,GK,72,72,181lbs,Right,2,1500000.0,5000.0,2100000.0
14168,C. Dima,20,66,Romania,Astra Giurgiu,68,CB,CB,79,73,168lbs,Right,13,1200000.0,2000.0,2400000.0
14169,R. Radunović,28,70,Montenegro,Astra Giurgiu,70,LB,LB LM,70,72,165lbs,Left,0,1500000.0,7000.0,2000000.0
14170,A. Trușescu,21,61,Romania,Astra Giurgiu,61,LB,LB,73,71,157lbs,Left,12,400000.0,1000.0,620000.0
14171,V. Ghiță,22,67,Romania,FC Viitorul,69,CB,CB,76,73,176lbs,Right,9,1100000.0,3000.0,1700000.0
14172,B. de Nooijer,22,69,Netherlands,FC Viitorul,70,LWB,LB,77,73,176lbs,Left,8,1400000.0,4000.0,2200000.0
14173,R. Boboc,21,68,Romania,FC Viitorul,68,RB,RB LB,78,71,165lbs,Right,10,1300000.0,3000.0,2000000.0
14174,A. Mățan,20,67,Romania,FC Viitorul,69,RM,LW CAM LM,79,65,134lbs,Right,12,1400000.0,3000.0,2200000.0
14175,C. Casap,21,61,Romania,FC Viitorul,65,CAM,CM,73,70,150lbs,Left,12,450000.0,1000.0,698000.0
14176,A. Ciobanu,22,68,Romania,FC Viitorul,70,CAM,CAM CM,77,69,150lbs,Right,9,1400000.0,4000.0,2200000.0
14177,A. Pitu,18,61,Romania,FC Viitorul,62,CAM,LW,79,69,141lbs,Right,18,525000.0,850.0,1000000.0
14178,G. Ganea,21,63,Romania,FC Viitorul,65,ST,ST LW,74,70,159lbs,Right,11,650000.0,2000.0,1000000.0
14179,S. Kokovas,18,58,Greece,VfL Bochum 1848,58,LB,LB,74,73,176lbs,Left,16,240000.0,750.0,534000.0
14180,E. Acquah,19,55,England,Southend United,57,ST,ST,72,73,157lbs,Right,17,170000.0,1000.0,404000.0
14181,A. Gómez,18,63,Mexico,Boavista FC,63,LB,LB CB,81,72,159lbs,Left,18,700000.0,550.0,0.0
14182,Park Jung In,19,57,Korea Republic,Ulsan Hyundai FC,59,CAM,CAM,77,70,154lbs,Right,20,220000.0,850.0,506000.0
14183,C. Haydar,18,61,Colombia,Junior FC,62,CB,CB,81,70,148lbs,Right,20,475000.0,500.0,1100000.0
14184,A. Jaziri,19,63,Tunisia,OGC Nice,63,LW,LW,73,68,161lbs,Right,10,575000.0,4000.0,1200000.0
14185,H. Moussaki,21,61,Congo,Stade Malherbe Caen,63,ST,ST RW,71,74,170lbs,Right,10,425000.0,1000.0,829000.0
14186,M. Praszelik,19,58,Poland,Śląsk Wrocław,60,CAM,CAM CM,75,72,163lbs,Right,17,275000.0,900.0,543000.0
14187,Zubimendi,21,63,Spain,Real Sociedad,65,CM,CM,75,71,163lbs,Right,12,650000.0,4000.0,1500000.0
14188,M. Karbownik,19,68,Poland,Legia Warszawa,68,LB,LB CM,83,69,143lbs,Right,15,1800000.0,3000.0,3600000.0
14189,B. Davis,19,56,Thailand,Fulham,58,CAM,CM CDM,72,68,130lbs,Right,16,190000.0,7000.0,480000.0
14190,A. Rațiu,22,63,Romania,ADO Den Haag,63,RB,RB,73,72,159lbs,Right,10,525000.0,2000.0,0.0
14191,T. Vlček,18,62,Czech Republic,SK Slavia Praha,61,CB,CB,80,72,161lbs,Right,18,575000.0,500.0,1600000.0
14192,D. Bettella,20,63,Italy,AC Monza,65,CB,CB,80,73,165lbs,Right,17,750000.0,750.0,1700000.0
14193,N. Boujellab,21,65,Morocco,FC Schalke 04,67,CAM,CAM CM CDM,77,72,159lbs,Right,12,975000.0,5000.0,1900000.0
14194,H. Sveijer,18,49,Sweden,IK Sirius,49,GK,GK,63,73,168lbs,Right,14,50000.0,500.0,94000.0
14195,V. Yuel,25,59,South Sudan,Western United FC,60,RM,RW LW ST,62,72,172lbs,Right,3,200000.0,600.0,265000.0
14196,P. Vogt,20,59,Norway,Stabæk Fotball,59,LB,LB,71,71,165lbs,Right,12,250000.0,550.0,363000.0
14197,D. Obbekjær,17,54,Denmark,Odense Boldklub,56,CB,CB,72,76,192lbs,Right,18,130000.0,500.0,244000.0
14198,Song Min Kyu,20,63,Korea Republic,Pohang Steelers,64,RM,LM CAM,78,70,159lbs,Right,15,800000.0,1000.0,1500000.0
14199,J. Mundle-Smith,20,59,England,Fulham,60,CB,LB CB,71,72,165lbs,Left,12,250000.0,8000.0,525000.0
14200,V. Antov,18,62,Bulgaria,Bulgaria,65,CB,CDM CB,77,73,165lbs,Right,15,0.0,0.0,0.0
14201,M. Minchev,19,63,Bulgaria,Sparta Praha,64,CAM,RM LM ST,76,72,172lbs,Right,13,700000.0,500.0,2000000.0
14202,M. Đira,20,66,Croatia,Dinamo Zagreb,69,LWB,CDM LB,79,67,152lbs,Left,13,1200000.0,500.0,3400000.0
14203,K. Maradishvili,20,62,Russia,PFC CSKA Moscow,63,CAM,CDM CM,75,70,154lbs,Right,13,550000.0,5000.0,1200000.0
14204,P. Maslov,20,66,Russia,Spartak Moscow,66,RB,RB CM LB,79,72,165lbs,Right,13,1100000.0,9000.0,2400000.0
14205,I. Gaponov,22,63,Russia,Spartak Moscow,65,CB,CB,72,73,165lbs,Right,9,525000.0,8000.0,945000.0
14206,T. Hasal,20,59,Canada,Vancouver Whitecaps FC,59,GK,GK,73,74,174lbs,Right,14,300000.0,650.0,623000.0
14207,Liu Xinyu,20,51,China PR,Shijiazhuang Ever Bright F.C.,53,ST,ST,64,78,201lbs,Right,13,70000.0,1000.0,152000.0
14208,J. Carls,23,66,Germany,Vitória Guimarães,66,LB,LB,75,70,154lbs,Left,9,900000.0,3000.0,0.0
14209,E. Camavinga,17,76,France,Stade Rennais FC,78,CM,CM,88,72,150lbs,Left,12,12000000.0,5000.0,25200000.0
14210,T. Pedersen,23,65,Norway,FK Haugesund,65,LB,LB CDM,72,72,154lbs,Right,7,675000.0,1000.0,979000.0
14211,S. Boey,19,65,France,Stade Rennais FC,66,RWB,RB,78,70,154lbs,Right,13,925000.0,5000.0,2300000.0
14212,R. Sandberg,19,54,Norway,Rosenborg BK,54,GK,GK,73,73,154lbs,Right,19,120000.0,500.0,231000.0
14213,T. Allen,20,57,England,Forest Green Rovers,59,LM,RW ST,71,70,159lbs,Left,14,230000.0,3000.0,546000.0
14214,O. Petersen,18,57,Norway,Molde FK,57,GK,GK,76,74,185lbs,Right,19,180000.0,500.0,347000.0
14215,S. Jarl,20,58,Norway,Sarpsborg 08 FF,59,CDM,CDM CB,70,73,154lbs,Right,12,210000.0,600.0,305000.0
14216,J. Neiß,20,59,Germany,Hannover 96,60,LM,LM RM,77,71,165lbs,Left,18,350000.0,3000.0,779000.0
14217,J. Samnik,18,59,United States,Hobro IK,59,GK,GK,75,81,179lbs,Right,16,275000.0,500.0,516000.0
14218,J. Semple,19,55,Scotland,Motherwell,57,ST,ST RW LW,75,72,172lbs,Right,20,170000.0,800.0,468000.0
14219,I. Atanga,20,67,Ghana,FC Nordsjælland,68,RM,RW CF,78,68,154lbs,Right,11,1300000.0,4000.0,1900000.0
14220,L. Murphy,18,58,England,Fulham,60,CB,CB,78,76,172lbs,Right,20,250000.0,3000.0,750000.0
14221,T. Ballo,17,56,Austria,Chelsea,57,CAM,CAM,72,68,132lbs,Right,16,180000.0,2000.0,455000.0
14222,S. Doherty,20,49,Republic of Ireland,Finn Harps,51,CAM,CAM CM,59,69,170lbs,Right,10,50000.0,500.0,88000.0
14223,Y. Isaienko,18,55,Ukraine,Dynamo Kyiv,56,ST,ST,74,67,121lbs,Left,19,170000.0,500.0,480000.0
14224,I. Gruev,20,61,Bulgaria,SV Werder Bremen,63,CM,CDM LM,78,74,163lbs,Left,17,525000.0,3000.0,1200000.0
14225,R. Piccoli,19,62,Italy,Spezia,64,ST,ST,80,72,172lbs,Right,18,650000.0,500.0,1800000.0
14226,Gustavo Assunção,20,74,Brazil,Famalicão,75,CDM,CDM,86,70,150lbs,Right,12,9500000.0,7000.0,21900000.0
14227,O. Browne,24,69,Panama,Montreal Impact,69,LW,RW CF,72,67,159lbs,Left,3,1300000.0,5000.0,2100000.0
14228,M. Johnsen,19,57,Norway,Feyenoord,59,CAM,CAM ST,74,69,143lbs,Right,17,220000.0,1000.0,0.0
14229,Z. Thior,22,64,Senegal,Real Sociedad,65,ST,RW,73,67,126lbs,Right,9,700000.0,6000.0,1600000.0
14230,R. Zamfir,18,54,Romania,Dinamo Bucureşti,54,RB,RB,72,70,150lbs,Right,18,130000.0,500.0,257000.0
14231,A. Bani,17,59,Romania,Dinamo Bucureşti,60,LM,LM RM,79,69,154lbs,Left,20,300000.0,500.0,705000.0
14232,M. McGuinness,19,56,Republic of Ireland,Ipswich Town,58,CB,CB,71,75,170lbs,Right,15,180000.0,1000.0,0.0
14233,D. Hanslik,23,63,Germany,Holstein Kiel,65,ST,ST RW LW,71,73,179lbs,Left,8,550000.0,4000.0,963000.0
14234,L. Nițu,19,60,Romania,Gaz Metan Mediaş,64,LM,ST RW,78,72,165lbs,Left,18,450000.0,1000.0,889000.0
14235,Miguel Marí,23,62,Spain,SD Eibar,64,CAM,CM CDM CAM,71,73,161lbs,Right,9,450000.0,4000.0,1000000.0
14236,M. Nawrocki,17,55,Poland,Jagiellonia Białystok,56,CAM,CAM CM,74,71,163lbs,Right,19,160000.0,500.0,316000.0
14237,L. Le Pennec,18,57,France,US Orléans Loiret Football,57,GK,GK,74,74,159lbs,Right,17,180000.0,500.0,428000.0
14238,D. Ruiz-Diaz,19,55,Australia,Central Coast Mariners,57,ST,ST CAM,70,71,150lbs,Right,15,170000.0,500.0,319000.0
14239,I. Maatsen,17,58,Netherlands,Chelsea,59,LB,LB RB CB,80,68,137lbs,Left,22,250000.0,550.0,725000.0
14240,M. Taferner,19,61,Austria,Wolfsberger AC,63,CAM,CAM CM,75,67,132lbs,Left,14,550000.0,2000.0,1100000.0
14241,M. Lavinier  B,18,56,England,Chelsea,57,RB,RB CB RWB,70,72,154lbs,Right,14,170000.0,3000.0,429000.0
14242,T. Anjorin,17,58,England,Chelsea,59,CAM,CAM CM,80,73,163lbs,Right,22,275000.0,2000.0,798000.0
14243,D. Ramaj,18,59,Germany,1. FC Heidenheim 1846,59,GK,GK,76,73,176lbs,Right,17,275000.0,500.0,612000.0
14244,Chico Banza,19,63,Angola,Clube Sport Marítimo,62,ST,ST,73,72,159lbs,Right,10,575000.0,2000.0,1300000.0
14245,N. Collins,19,62,Republic of Ireland,Stoke City,64,CB,CB,81,76,179lbs,Right,19,600000.0,3000.0,1500000.0
14246,Lee Soo Bin,20,61,Korea Republic,Jeonbuk Hyundai Motors,65,CAM,CDM CM,78,71,154lbs,Right,17,525000.0,1000.0,0.0
14247,D. Szot,19,57,Poland,Wisła Kraków,59,CB,CB,75,72,165lbs,Right,18,210000.0,500.0,415000.0
14248,D. Quiñones,21,66,Colombia,América de Cali,67,RWB,RB,75,66,139lbs,Right,9,900000.0,550.0,1400000.0
14249,J. Hill,18,51,England,Fleetwood Town,53,CB,CB,74,72,143lbs,Right,23,80000.0,500.0,220000.0
14250,J. Helliwell,18,54,England,Barnsley,54,RB,RB LB,72,67,154lbs,Right,18,130000.0,550.0,322000.0
14251,K. Al Ghannam,19,58,Saudi Arabia,Al Nassr,59,RM,LM,76,68,141lbs,Right,18,275000.0,3000.0,639000.0
14252,N. Bannis,17,61,Netherlands,Feyenoord,62,ST,ST,79,72,163lbs,Right,18,500000.0,500.0,1100000.0
14253,I. Bazeley-Graham,19,52,England,Aston Villa,53,RB,RB CB,64,71,146lbs,Right,12,80000.0,4000.0,168000.0
14254,Dani Vivian,20,65,Spain,CD Mirandés,67,CB,CB,78,72,183lbs,Right,13,975000.0,2000.0,0.0
14255,E. Mosquera,19,58,Colombia,Independiente Medellín,60,ST,LM,73,68,128lbs,Right,15,275000.0,500.0,543000.0
14256,B. Mendoza,22,65,Mexico,U.N.A.M.,69,ST,RM LM,74,67,159lbs,Right,9,825000.0,3000.0,1600000.0
14257,N. Jones,18,50,England,Oxford United,52,CB,CB,68,75,165lbs,Left,18,60000.0,500.0,143000.0
14258,Z. Aboukhlal,20,68,Netherlands,AZ Alkmaar,68,RW,RW LW,78,70,163lbs,Left,10,1500000.0,4000.0,2600000.0
14259,Cristian Cedrés,24,67,Spain,UD Las Palmas,68,RM,RM LM,73,68,141lbs,Right,6,1000000.0,3000.0,1800000.0
14260,S. Anderson,16,52,United States,Colorado Rapids,52,RB,RB,75,69,141lbs,Right,23,100000.0,500.0,245000.0
14261,Pedro Brazão,17,62,Portugal,FC Lausanne-Sport,64,CAM,RW CAM,81,68,137lbs,Left,19,600000.0,750.0,0.0
14262,E. Dina Ebimbe,19,67,France,Dijon FCO,68,RM,RM CM,81,72,170lbs,Right,14,1600000.0,3000.0,0.0
14263,B. Benkhedim,19,63,France,AS Saint-Étienne,65,CAM,CAM RM,80,68,150lbs,Right,17,800000.0,3000.0,2100000.0
14264,D. Kother,20,61,Germany,Karlsruher SC,61,LW,LW ST,73,71,148lbs,Right,12,450000.0,2000.0,788000.0
14265,F. Flick,19,55,Germany,SV Waldhof Mannheim,56,CB,CB,65,75,174lbs,Right,10,110000.0,500.0,182000.0
14266,A. Phliponeau,20,64,France,Olympique de Marseille,65,CDM,CDM CM,73,69,143lbs,Right,9,650000.0,5000.0,1400000.0
14267,O. Hindrich,17,59,Romania,CFR Cluj,59,GK,GK,76,76,168lbs,Right,17,250000.0,500.0,506000.0
14268,C. Itu,20,65,Romania,CFR Cluj,68,CDM,CM,78,72,152lbs,Right,13,1000000.0,3000.0,2000000.0
14269,J. Greaves,19,61,England,Hull City,63,CB,CB,72,73,154lbs,Left,11,375000.0,800.0,731000.0
14270,L. Mbe Soh,19,66,France,Nottingham Forest,68,CB,CB,76,74,190lbs,Right,10,925000.0,6000.0,1900000.0
14271,A. Zagré,18,65,France,AS Monaco,67,LM,LB,77,66,132lbs,Left,12,800000.0,3000.0,1700000.0
14272,C. Niasse,20,63,Senegal,LOSC Lille,64,CDM,CDM CB,79,74,181lbs,Right,16,775000.0,4000.0,2000000.0
14273,A. Linguet  B,20,57,France,Valenciennes FC,57,RB,RB CB RWB,68,71,159lbs,Right,11,160000.0,750.0,312000.0
14274,L. Munteanu,18,62,Romania,Fiorentina,64,ST,ST,81,72,170lbs,Right,19,625000.0,4000.0,1500000.0
14275,B. Cabango,20,62,Wales,Swansea City,64,CB,CB,78,74,159lbs,Right,16,625000.0,3000.0,1600000.0
14276,O. Cooper,20,54,Wales,Swansea City,57,RM,CAM CM,69,69,150lbs,Right,15,150000.0,3000.0,379000.0
14277,J. Gould,23,53,Wales,Swansea City,53,GK,GK,62,76,165lbs,Left,9,70000.0,3000.0,147000.0
14278,W. Fofana,19,71,France,AS Saint-Étienne,73,CB,CB,83,75,168lbs,Right,12,3800000.0,9000.0,8400000.0
14279,V. Bondar,21,68,Ukraine,Shakhtar Donetsk,70,CB,CB,79,72,168lbs,Right,11,1400000.0,500.0,3200000.0
14280,J. Castro,28,64,Mexico,Atlético de San Luis,64,LM,LM CAM,64,65,152lbs,Right,0,450000.0,4000.0,765000.0
14281,S. Grubač,20,58,Montenegro,Chievo Verona,60,ST,ST,72,75,176lbs,Right,14,275000.0,600.0,598000.0
14282,M. Luyambula,21,57,DR Congo,VfB Lübeck,57,GK,GK,70,75,172lbs,Right,13,160000.0,500.0,332000.0
14283,Paulino,23,63,Spain,UD Logroñés,65,CAM,RM CAM,72,71,165lbs,Left,9,575000.0,2000.0,1000000.0
14284,Oh Hyun Gyu,19,58,Korea Republic,Sangju Sangmu FC,61,CAM,ST RW,73,73,183lbs,Right,15,275000.0,550.0,0.0
14285,W. Aouachria,20,50,Algeria,Charlton Athletic,52,CAM,CAM ST,64,74,165lbs,Right,14,60000.0,1000.0,143000.0
14286,M. Ngalina,20,60,DR Congo,Philadelphia Union,64,RM,ST RW,70,71,150lbs,Right,10,350000.0,1000.0,595000.0
14287,G. Isaksen,19,60,Denmark,FC Midtjylland,61,LM,LW LM,76,70,143lbs,Left,16,450000.0,3000.0,866000.0
14288,S. Skogen,19,53,Norway,Feyenoord,55,CB,CB,68,71,154lbs,Right,15,120000.0,1000.0,0.0
14289,L. Haines,19,53,England,Swindon Town,58,CB,CDM CB,64,72,163lbs,Right,11,90000.0,900.0,176000.0
14290,G. Ahadme,18,59,Morocco,Norwich City,60,ST,ST,76,74,168lbs,Right,17,325000.0,3000.0,853000.0
14291,J. Alcántara,20,59,Mexico,U.N.A.M.,58,RM,RM,67,66,159lbs,Right,8,230000.0,3000.0,437000.0
14292,J. Carcela-González,20,58,Belgium,Standard de Liège,60,CAM,CAM,69,71,150lbs,Right,11,220000.0,2000.0,374000.0
14293,Jesús Fortes,22,64,Spain,UD Las Palmas,65,RB,RB,73,70,161lbs,Right,9,625000.0,2000.0,1100000.0
14294,A. Ocampo-Chavez,18,54,United States,Seattle Sounders FC,56,ST,ST,74,70,141lbs,Right,20,140000.0,550.0,350000.0
14295,C. Conteh,20,64,Germany,Feyenoord,64,LW,LW RW,78,72,159lbs,Right,14,1000000.0,3000.0,2000000.0
14296,M. Barcola,21,58,Togo,Olympique Lyonnais,58,GK,GK,72,78,183lbs,Right,14,240000.0,4000.0,606000.0
14297,J. Van Hecke,18,57,Belgium,SV Zulte-Waregem,59,CAM,CAM,74,69,137lbs,Left,17,210000.0,850.0,446000.0
14298,J. Mellish,22,56,England,Carlisle United,58,CB,CB CM,66,74,161lbs,Left,10,130000.0,2000.0,254000.0
14299,U. Bonnet,26,68,France,Rodez Aveyron Football,69,ST,ST,69,71,161lbs,Right,1,1100000.0,3000.0,2000000.0
14300,J. Mellot,26,69,France,En Avant de Guingamp,69,RB,RB,72,70,170lbs,Right,3,1100000.0,4000.0,2100000.0
14301,T. Leak,19,52,England,Walsall,54,CB,CB,66,74,176lbs,Right,14,100000.0,1000.0,238000.0
14302,J. Knowles,18,57,England,Mansfield Town,59,ST,ST,70,72,154lbs,Right,13,190000.0,1000.0,451000.0
14303,Sergio Camello,19,64,Spain,Atlético Madrid,66,ST,ST,81,70,152lbs,Right,17,975000.0,6000.0,2600000.0
14304,A. Hickey,18,65,Scotland,Bologna,65,LB,LB RB,82,69,159lbs,Right,17,1000000.0,2000.0,2400000.0
14305,R. Takao,23,64,Japan,Gamba Osaka,66,CB,CB RB,71,71,150lbs,Right,7,575000.0,2000.0,834000.0
14306,Y. Ackah,21,70,Ghana,Kayserispor,71,CDM,CDM CM,77,67,143lbs,Right,7,2300000.0,6000.0,5100000.0
14307,K. Berkoe,17,49,England,Oxford United,50,LB,LB,68,70,143lbs,Left,19,50000.0,500.0,119000.0
14308,Mateu Morey,20,66,Spain,Borussia Dortmund,68,RM,RB,82,68,148lbs,Right,16,1300000.0,9000.0,3000000.0
14309,S. Delos,21,61,France,FC Chambly Oise,61,RWB,RWB LM,72,70,154lbs,Left,11,400000.0,700.0,780000.0
14310,S. Straudi,21,61,Italy,SV Werder Bremen,62,RM,RM CM RB,73,69,152lbs,Right,12,450000.0,3000.0,855000.0
14311,P. Bjur,20,58,Denmark,Brøndby IF,59,LM,LM LWB,73,71,172lbs,Left,15,275000.0,2000.0,516000.0
14312,M. Diaby,23,70,France,FC Paços de Ferreira,73,CB,CDM,77,78,172lbs,Right,7,2300000.0,5000.0,5300000.0
14313,T. Clifford,20,59,England,Southend United,59,LB,LB,71,69,168lbs,Left,12,250000.0,2000.0,488000.0
14314,Zé Uilton,27,65,Brazil,FC Paços de Ferreira,65,RW,RW LW RB,65,69,148lbs,Right,0,575000.0,3000.0,1200000.0
14315,J. Young,18,50,England,Forest Green Rovers,52,ST,ST,64,73,170lbs,Right,14,60000.0,1000.0,143000.0
14316,J. Fielding,20,52,England,Stevenage,54,CB,CB RB,65,74,165lbs,Right,13,90000.0,1000.0,214000.0
14317,B. Özdemir,22,68,Turkey,Gençlerbirliği SK,71,CM,CDM CM,75,72,163lbs,Right,7,1100000.0,6000.0,2400000.0
14318,D. Leyva,17,56,United States,Seattle Sounders FC,59,CAM,CM,81,70,141lbs,Right,25,200000.0,500.0,500000.0
14319,M. Felici,19,53,Italy,Lecce,55,CAM,CAM,65,70,157lbs,Right,12,100000.0,3000.0,200000.0
14320,J. Orellana,22,67,Bolivia,Always Ready,67,LB,LB,74,70,159lbs,Left,7,950000.0,500.0,2200000.0
14321,H. Rodríguez,24,67,Bolivia,Club Bolívar,69,CM,CM LM CDM,74,69,165lbs,Left,7,1100000.0,500.0,2600000.0
14322,H. Caballero,29,65,Paraguay,Olimpia Asunción,66,CB,CDM,65,71,168lbs,Right,0,475000.0,500.0,1000000.0
14323,H. Fernández,22,60,Paraguay,Olimpia Asunción,61,LM,LM,69,68,157lbs,Left,9,325000.0,500.0,780000.0
14324,B. Ojeda,20,67,Paraguay,Olimpia Asunción,70,CDM,CM CDM,79,68,150lbs,Right,12,1300000.0,500.0,3100000.0
14325,R. Sánchez,24,74,Paraguay,Paraguay,76,CM,CM CDM,79,68,157lbs,Right,5,7500000.0,28000.0,13300000.0
14326,F. Cardozo,18,63,Paraguay,Boavista FC,65,RM,RW,72,67,159lbs,Right,9,525000.0,650.0,1200000.0
14327,N. Armini,19,65,Italy,Lazio,67,CB,CB,83,73,170lbs,Right,18,1100000.0,6000.0,2600000.0
14328,L. Kilian,20,69,Germany,1. FSV Mainz 05,71,CB,CB,79,76,201lbs,Right,10,1600000.0,8000.0,3200000.0
14329,K. Holzweiler,25,65,Germany,Viktoria Köln,66,CAM,RM,68,65,132lbs,Right,3,675000.0,2000.0,1000000.0
